iter	Passed	Remaining
2940	15768	91461
2941	15773	91458
2942	15779	91455
2943	15785	91452
2944	15791	91449
2945	15794	91432
2946	15800	91431
2947	15803	91414
2948	15809	91410
2949	15814	91404
2950	15821	91408
2951	15827	91405
2952	15833	91402
2953	15838	91397
2954	15844	91391
2955	15849	91387
2956	15852	91365
2957	15857	91361
2958	15863	91359
2959	15868	91353
2960	15874	91348
2961	15880	91346
2962	15885	91342
2963	15891	91338
2964	15896	91332
2965	15902	91328
2966	15907	91323
2967	15913	91318
2968	15918	91313
2969	15923	91307
2970	15929	91302
2971	15934	91298
2972	15939	91290
2973	15945	91286
2974	15950	91281
2975	15956	91277
2976	15961	91272
2977	15965	91255
2978	15970	91252
2979	15976	91246
2980	15981	91243
2981	15983	91216
2982	15988	91210
2983	15994	91207
2984	16000	91207
2985	16006	91203
2986	16012	91200
2987	16018	91198
2988	16023	91195
2989	16026	91171
2990	16031	91169
2991	16037	91164
2992	16043	91164
2993	16049	91161
2994	16055	91159
2995	16057	91133
2996	16063	91130
2997	16068	91128
2998	16070	91099
2999	16076	91098
3000	16081	91092
3001	16087	91089
3002	16093	91086
3003	16098	91082
3004	16100	91060
3005	16106	91057
3006	16112	91054
3007	16118	91051
3008	16124	91049
3009	16130	91048
3010	16136	91045
3011	16141	91039
3012	16143	91016
3013	16149	91013
3014	16155	91010
3015	16157	90987
3016	16163	90984
3017	16165	90963
3018	16171	90957
3019	16177	90960
3020	16183	90958
3021	16189	90954
3022	16190	90927
3023	16196	90925
3024	16202	90922
3025	16208	90921
3026	16214	90919
3027	16220	90916
3028	16226	90915
3029	16232	90914
3030	16238	90911
3031	16244	90909
3032	16250	90907
3033	16255	90902
3034	16262	90901
3035	16268	90900
3036	16273	90895
3037	16274	90867
3038	16280	90865
3039	16287	90864
3040	16289	90842
3041	16295	90841
3042	16297	90816
3043	16303	90812
3044	16305	90790
3045	16311	90787
3046	16314	90772
3047	16320	90770
3048	16323	90748
3049	16328	90743
3050	16334	90741
3051	16337	90724
3052	16340	90707
3053	16346	90704
3054	16353	90706
3055	16359	90707
3056	16366	90706
3057	16371	90704
3058	16377	90702
3059	16383	90700
3060	16389	90699
3061	16392	90677
3062	16397	90670
3063	16399	90648
3064	16405	90645
3065	16407	90622
3066	16413	90621
3067	16419	90619
3068	16423	90602
3069	16428	90599
3070	16432	90582
3071	16438	90580
3072	16443	90577
3073	16446	90554
3074	16448	90532
3075	16454	90530
3076	16460	90530
3077	16463	90513
3078	16469	90510
3079	16475	90508
3080	16481	90505
3081	16487	90502
3082	16492	90498
3083	16498	90497
3084	16504	90493
3085	16506	90471
3086	16508	90448
3087	16511	90425
3088	16513	90402
3089	16515	90380
3090	16521	90376
3091	16524	90359
3092	16530	90361
3093	16536	90358
3094	16542	90355
3095	16547	90350
3096	16553	90347
3097	16559	90347
3098	16565	90343
3099	16571	90339
3100	16576	90335
3101	16582	90334
3102	16588	90331
3103	16594	90330
3104	16600	90326
3105	16606	90323
3106	16612	90321
3107	16617	90317
3108	16621	90301
3109	16627	90299
3110	16629	90278
3111	16632	90261
3112	16635	90239
3113	16636	90214
3114	16637	90186
3115	16639	90158
3116	16645	90156
3117	16646	90131
3118	16652	90127
3119	16654	90106
3120	16658	90091
3121	16663	90087
3122	16669	90083
3123	16671	90060
3124	16673	90038
3125	16679	90036
3126	16685	90033
3127	16691	90032
3128	16697	90028
3129	16704	90032
3130	16707	90017
3131	16709	89992
3132	16715	89987
3133	16721	89986
3134	16726	89983
3135	16729	89961
3136	16734	89958
3137	16740	89954
3138	16746	89952
3139	16752	89948
3140	16757	89945
3141	16763	89942
3142	16769	89939
3143	16770	89914
3144	16773	89891
3145	16775	89869
3146	16777	89846
3147	16782	89842
3148	16788	89838
3149	16794	89837
3150	16797	89821
3151	16803	89818
3152	16809	89816
3153	16815	89812
3154	16820	89808
3155	16826	89805
3156	16832	89802
3157	16837	89799
3158	16839	89775
3159	16841	89749
3160	16844	89733
3161	16846	89708
3162	16849	89693
3163	16855	89691
3164	16861	89689
3165	16867	89687
3166	16873	89684
3167	16876	89666
3168	16882	89665
3169	16888	89661
3170	16893	89658
3171	16897	89642
3172	16900	89627
3173	16902	89605
3174	16906	89589
3175	16912	89587
3176	16918	89586
3177	16920	89565
3178	16926	89561
3179	16932	89559
3180	16935	89545
3181	16941	89543
3182	16945	89527
3183	16947	89506
3184	16953	89504
3185	16958	89499
3186	16964	89495
3187	16970	89493
3188	16976	89491
3189	16982	89488
3190	16987	89486
3191	16993	89480
3192	16998	89474
3193	17004	89471
3194	17007	89454
3195	17013	89452
3196	17019	89450
3197	17025	89448
3198	17027	89425
3199	17032	89421
3200	17038	89418
3201	17044	89416
3202	17050	89415
3203	17056	89411
3204	17061	89406
3205	17067	89402
3206	17069	89380
3207	17071	89358
3208	17077	89355
3209	17082	89353
3210	17086	89336
3211	17092	89335
3212	17098	89332
3213	17103	89329
3214	17109	89328
3215	17112	89308
3216	17115	89291
3217	17121	89289
3218	17123	89266
3219	17125	89243
3220	17130	89239
3221	17136	89236
3222	17142	89234
3223	17144	89212
3224	17148	89196
3225	17153	89193
3226	17157	89178
3227	17162	89174
3228	17165	89154
3229	17167	89132
3230	17173	89129
3231	17178	89126
3232	17180	89101
3233	17186	89101
3234	17192	89098
3235	17198	89094
3236	17204	89094
3237	17210	89091
3238	17216	89090
3239	17219	89074
3240	17225	89070
3241	17231	89068
3242	17234	89054
3243	17240	89052
3244	17242	89029
3245	17245	89013
3246	17248	88992
3247	17253	88986
3248	17257	88972
3249	17262	88970
3250	17266	88954
3251	17269	88941
3252	17273	88924
3253	17278	88920
3254	17280	88898
3255	17286	88896
3256	17292	88892
3257	17297	88889
3258	17300	88870
3259	17306	88868
3260	17309	88848
3261	17312	88833
3262	17314	88813
3263	17320	88809
3264	17324	88795
3265	17327	88779
3266	17329	88756
3267	17332	88742
3268	17338	88739
3269	17340	88715
3270	17343	88700
3271	17345	88678
3272	17349	88664
3273	17354	88661
3274	17357	88641
3275	17358	88616
3276	17361	88600
3277	17363	88574
3278	17364	88550
3279	17366	88524
3280	17367	88500
3281	17369	88476
3282	17370	88450
3283	17376	88449
3284	17378	88427
3285	17382	88413
3286	17384	88392
3287	17389	88384
3288	17391	88362
3289	17393	88339
3290	17398	88336
3291	17400	88310
3292	17405	88306
3293	17407	88284
3294	17410	88265
3295	17413	88251
3296	17419	88247
3297	17422	88233
3298	17428	88230
3299	17429	88204
3300	17435	88201
3301	17437	88179
3302	17443	88176
3303	17448	88173
3304	17454	88170
3305	17457	88151
3306	17458	88126
3307	17464	88124
3308	17470	88122
3309	17472	88099
3310	17477	88095
3311	17483	88093
3312	17489	88091
3313	17495	88090
3314	17501	88087
3315	17503	88067
3316	17506	88052
3317	17510	88035
3318	17516	88034
3319	17519	88019
3320	17525	88017
3321	17531	88016
3322	17534	88001
3323	17540	87999
3324	17542	87976
3325	17548	87974
3326	17550	87952
3327	17551	87928
3328	17554	87908
3329	17561	87912
3330	17564	87896
3331	17570	87895
3332	17576	87895
3333	17582	87893
3334	17588	87892
3335	17594	87889
3336	17596	87865
3337	17602	87865
3338	17608	87861
3339	17610	87840
3340	17612	87820
3341	17618	87818
3342	17624	87816
3343	17626	87796
3344	17630	87782
3345	17631	87759
3346	17637	87756
3347	17639	87735
3348	17645	87733
3349	17651	87730
3350	17657	87727
3351	17662	87724
3352	17665	87705
3353	17671	87701
3354	17674	87687
3355	17680	87684
3356	17683	87669
3357	17685	87648
3358	17687	87628
3359	17693	87625
3360	17695	87605
3361	17701	87603
3362	17705	87589
3363	17707	87570
3364	17713	87567
3365	17716	87548
3366	17722	87548
3367	17725	87534
3368	17729	87522
3369	17735	87518
3370	17738	87503
3371	17741	87488
3372	17743	87466
3373	17745	87445
3374	17747	87421
3375	17753	87419
3376	17755	87398
3377	17760	87393
3378	17762	87373
3379	17768	87370
3380	17770	87348
3381	17772	87329
3382	17778	87327
3383	17784	87323
3384	17790	87322
3385	17796	87322
3386	17798	87302
3387	17804	87299
3388	17810	87296
3389	17816	87294
3390	17822	87293
3391	17827	87288
3392	17833	87286
3393	17839	87284
3394	17844	87279
3395	17849	87272
3396	17854	87266
3397	17860	87262
3398	17866	87259
3399	17871	87256
3400	17873	87236
3401	17879	87233
3402	17885	87229
3403	17890	87223
3404	17896	87221
3405	17903	87224
3406	17909	87222
3407	17914	87216
3408	17919	87212
3409	17925	87209
3410	17931	87206
3411	17936	87201
3412	17942	87198
3413	17948	87196
3414	17953	87193
3415	17958	87187
3416	17963	87180
3417	17966	87164
3418	17972	87158
3419	17977	87155
3420	17982	87149
3421	17988	87146
3422	17994	87143
3423	17996	87122
3424	18002	87119
3425	18008	87117
3426	18013	87115
3427	18019	87110
3428	18024	87104
3429	18027	87090
3430	18032	87084
3431	18035	87064
3432	18040	87059
3433	18045	87053
3434	18051	87049
3435	18056	87044
3436	18058	87025
3437	18064	87021
3438	18069	87015
3439	18075	87012
3440	18076	86989
3441	18079	86970
3442	18080	86947
3443	18083	86932
3444	18089	86927
3445	18092	86912
3446	18097	86907
3447	18103	86905
3448	18109	86902
3449	18114	86899
3450	18120	86895
3451	18125	86890
3452	18131	86885
3453	18133	86866
3454	18139	86863
3455	18142	86848
3456	18146	86835
3457	18149	86820
3458	18154	86815
3459	18160	86814
3460	18164	86800
3461	18169	86796
3462	18175	86794
3463	18180	86789
3464	18186	86785
3465	18191	86780
3466	18197	86777
3467	18199	86756
3468	18201	86734
3469	18204	86718
3470	18210	86717
3471	18215	86713
3472	18221	86710
3473	18227	86707
3474	18232	86703
3475	18238	86702
3476	18245	86705
3477	18251	86703
3478	18257	86700
3479	18262	86696
3480	18268	86692
3481	18273	86688
3482	18279	86683
3483	18284	86679
3484	18290	86674
3485	18293	86660
3486	18298	86655
3487	18304	86651
3488	18310	86649
3489	18315	86645
3490	18322	86645
3491	18328	86643
3492	18331	86630
3493	18336	86625
3494	18340	86612
3495	18346	86610
3496	18351	86605
3497	18357	86601
3498	18363	86601
3499	18365	86580
3500	18371	86578
3501	18373	86559
3502	18379	86555
3503	18382	86541
3504	18388	86538
3505	18394	86537
3506	18400	86533
3507	18406	86532
3508	18412	86530
3509	18419	86533
3510	18425	86531
3511	18430	86527
3512	18436	86524
3513	18442	86521
3514	18447	86518
3515	18453	86514
3516	18458	86510
3517	18464	86506
3518	18470	86503
3519	18475	86500
3520	18481	86496
3521	18486	86492
3522	18492	86489
3523	18498	86486
3524	18504	86483
3525	18509	86480
3526	18515	86477
3527	18521	86475
3528	18527	86473
3529	18533	86472
3530	18539	86470
3531	18545	86467
3532	18550	86464
3533	18556	86461
3534	18562	86456
3535	18567	86452
3536	18573	86449
3537	18578	86445
3538	18584	86440
3539	18589	86435
3540	18596	86437
3541	18602	86434
3542	18607	86432
3543	18613	86428
3544	18618	86424
3545	18624	86421
3546	18630	86418
3547	18635	86414
3548	18641	86412
3549	18647	86408
3550	18652	86404
3551	18658	86401
3552	18664	86400
3553	18670	86397
3554	18675	86392
3555	18681	86389
3556	18687	86386
3557	18690	86373
3558	18697	86371
3559	18702	86369
3560	18708	86367
3561	18714	86365
3562	18720	86361
3563	18726	86359
3564	18732	86357
3565	18737	86353
3566	18743	86350
3567	18749	86346
3568	18754	86343
3569	18760	86339
3570	18766	86338
3571	18773	86340
3572	18778	86336
3573	18784	86333
3574	18790	86331
3575	18796	86329
3576	18802	86327
3577	18808	86323
3578	18814	86321
3579	18819	86319
3580	18825	86315
3581	18831	86311
3582	18837	86310
3583	18842	86305
3584	18848	86301
3585	18854	86300
3586	18859	86296
3587	18865	86293
3588	18871	86290
3589	18876	86287
3590	18882	86282
3591	18888	86279
3592	18893	86275
3593	18899	86272
3594	18904	86268
3595	18910	86265
3596	18916	86263
3597	18923	86263
3598	18928	86260
3599	18934	86257
3600	18940	86255
3601	18946	86251
3602	18952	86249
3603	18957	86245
3604	18963	86241
3605	18969	86239
3606	18974	86235
3607	18980	86232
3608	18985	86228
3609	18991	86224
3610	18997	86221
3611	19003	86220
3612	19009	86218
3613	19015	86214
3614	19020	86210
3615	19026	86206
3616	19031	86202
3617	19037	86200
3618	19043	86199
3619	19050	86198
3620	19055	86195
3621	19061	86192
3622	19067	86189
3623	19072	86185
3624	19078	86182
3625	19084	86181
3626	19090	86178
3627	19096	86176
3628	19102	86174
3629	19108	86170
3630	19113	86166
3631	19119	86163
3632	19125	86162
3633	19131	86158
3634	19137	86156
3635	19142	86153
3636	19148	86149
3637	19154	86146
3638	19160	86144
3639	19165	86141
3640	19171	86139
3641	19178	86137
3642	19183	86134
3643	19189	86131
3644	19195	86129
3645	19201	86127
3646	19207	86124
3647	19213	86121
3648	19218	86117
3649	19224	86113
3650	19230	86111
3651	19235	86108
3652	19241	86106
3653	19247	86102
3654	19253	86099
3655	19258	86096
3656	19264	86093
3657	19270	86090
3658	19276	86086
3659	19282	86084
3660	19287	86081
3661	19293	86077
3662	19300	86079
3663	19305	86075
3664	19311	86072
3665	19317	86068
3666	19322	86065
3667	19328	86061
3668	19334	86057
3669	19339	86054
3670	19345	86051
3671	19351	86048
3672	19357	86046
3673	19363	86043
3674	19368	86039
3675	19374	86037
3676	19380	86034
3677	19386	86032
3678	19392	86029
3679	19397	86025
3680	19403	86023
3681	19409	86020
3682	19415	86017
3683	19421	86015
3684	19427	86012
3685	19432	86008
3686	19438	86006
3687	19444	86003
3688	19450	86000
3689	19456	85997
3690	19462	85994
3691	19467	85992
3692	19474	85991
3693	19479	85987
3694	19485	85984
3695	19491	85980
3696	19496	85977
3697	19502	85974
3698	19508	85971
3699	19514	85969
3700	19520	85966
3701	19526	85963
3702	19531	85960
3703	19537	85957
3704	19543	85953
3705	19548	85949
3706	19554	85947
3707	19560	85944
3708	19566	85942
3709	19572	85940
3710	19578	85937
3711	19584	85933
3712	19589	85931
3713	19595	85926
3714	19601	85924
3715	19607	85922
3716	19613	85920
3717	19619	85918
3718	19625	85915
3719	19631	85912
3720	19636	85909
3721	19642	85905
3722	19649	85907
3723	19655	85904
3724	19660	85901
3725	19666	85898
3726	19672	85895
3727	19678	85891
3728	19684	85889
3729	19689	85885
3730	19695	85883
3731	19701	85880
3732	19707	85875
3733	19712	85872
3734	19718	85869
3735	19724	85867
3736	19730	85863
3737	19735	85859
3738	19741	85857
3739	19747	85854
3740	19753	85851
3741	19759	85849
3742	19764	85844
3743	19770	85841
3744	19776	85837
3745	19781	85833
3746	19787	85830
3747	19793	85827
3748	19799	85824
3749	19805	85822
3750	19810	85818
3751	19816	85815
3752	19823	85816
3753	19828	85812
3754	19834	85809
3755	19840	85806
3756	19845	85801
3757	19851	85798
3758	19857	85794
3759	19862	85790
3760	19868	85785
3761	19874	85782
3762	19879	85778
3763	19885	85775
3764	19890	85771
3765	19896	85766
3766	19901	85762
3767	19907	85759
3768	19913	85754
3769	19918	85751
3770	19924	85749
3771	19930	85745
3772	19936	85742
3773	19942	85739
3774	19947	85735
3775	19953	85732
3776	19959	85728
3777	19964	85723
3778	19970	85720
3779	19975	85716
3780	19981	85712
3781	19987	85709
3782	19992	85705
3783	19998	85703
3784	20004	85700
3785	20010	85696
3786	20015	85691
3787	20021	85687
3788	20027	85684
3789	20032	85681
3790	20038	85678
3791	20044	85674
3792	20050	85671
3793	20055	85667
3794	20061	85663
3795	20067	85661
3796	20072	85657
3797	20078	85654
3798	20084	85651
3799	20090	85648
3800	20096	85645
3801	20102	85642
3802	20108	85640
3803	20113	85635
3804	20119	85633
3805	20125	85629
3806	20130	85625
3807	20136	85620
3808	20141	85616
3809	20147	85614
3810	20153	85610
3811	20158	85606
3812	20164	85602
3813	20169	85597
3814	20175	85594
3815	20181	85590
3816	20187	85587
3817	20192	85583
3818	20198	85580
3819	20204	85578
3820	20210	85574
3821	20215	85571
3822	20221	85566
3823	20227	85563
3824	20232	85559
3825	20238	85555
3826	20244	85551
3827	20250	85550
3828	20256	85547
3829	20261	85543
3830	20267	85539
3831	20272	85535
3832	20278	85532
3833	20284	85528
3834	20290	85525
3835	20295	85521
3836	20301	85518
3837	20307	85516
3838	20313	85512
3839	20319	85509
3840	20324	85505
3841	20330	85500
3842	20335	85496
3843	20341	85492
3844	20346	85489
3845	20353	85488
3846	20359	85485
3847	20365	85482
3848	20370	85478
3849	20376	85475
3850	20382	85472
3851	20388	85469
3852	20394	85467
3853	20400	85464
3854	20405	85461
3855	20411	85457
3856	20416	85452
3857	20422	85448
3858	20428	85445
3859	20434	85441
3860	20439	85438
3861	20445	85434
3862	20451	85432
3863	20457	85428
3864	20462	85425
3865	20468	85420
3866	20474	85417
3867	20479	85413
3868	20485	85409
3869	20491	85407
3870	20497	85403
3871	20502	85399
3872	20508	85396
3873	20514	85392
3874	20520	85389
3875	20526	85388
3876	20531	85384
3877	20537	85380
3878	20543	85376
3879	20548	85373
3880	20554	85369
3881	20560	85365
3882	20565	85362
3883	20571	85359
3884	20577	85355
3885	20583	85353
3886	20589	85349
3887	20594	85346
3888	20600	85342
3889	20606	85338
3890	20612	85336
3891	20617	85332
3892	20623	85328
3893	20629	85324
3894	20634	85320
3895	20640	85317
3896	20646	85314
3897	20651	85309
3898	20657	85305
3899	20663	85301
3900	20668	85298
3901	20674	85294
3902	20680	85291
3903	20685	85286
3904	20691	85283
3905	20697	85279
3906	20703	85277
3907	20709	85273
3908	20714	85270
3909	20720	85267
3910	20726	85263
3911	20732	85260
3912	20738	85257
3913	20743	85252
3914	20749	85249
3915	20754	85245
3916	20760	85242
3917	20766	85238
3918	20771	85234
3919	20777	85231
3920	20783	85227
3921	20789	85224
3922	20794	85220
3923	20800	85217
3924	20806	85214
3925	20812	85211
3926	20818	85208
3927	20824	85206
3928	20830	85202
3929	20835	85199
3930	20841	85196
3931	20847	85193
3932	20853	85190
3933	20859	85186
3934	20865	85183
3935	20870	85180
3936	20877	85179
3937	20883	85176
3938	20888	85173
3939	20894	85170
3940	20900	85167
3941	20906	85164
3942	20912	85161
3943	20919	85161
3944	20924	85157
3945	20930	85154
3946	20936	85150
3947	20942	85148
3948	20947	85144
3949	20953	85141
3950	20959	85139
3951	20966	85137
3952	20971	85134
3953	20977	85131
3954	20983	85128
3955	20989	85124
3956	20995	85120
3957	21001	85119
3958	21006	85115
3959	21012	85112
3960	21018	85107
3961	21024	85104
3962	21029	85100
3963	21035	85097
3964	21041	85094
3965	21047	85092
3966	21053	85090
3967	21059	85087
3968	21065	85083
3969	21071	85080
3970	21076	85076
3971	21082	85074
3972	21088	85070
3973	21094	85066
3974	21099	85062
3975	21105	85060
3976	21111	85057
3977	21117	85054
3978	21123	85050
3979	21129	85047
3980	21135	85044
3981	21140	85041
3982	21146	85036
3983	21151	85032
3984	21157	85027
3985	21163	85025
3986	21169	85021
3987	21174	85018
3988	21180	85015
3989	21186	85010
3990	21192	85007
3991	21198	85004
3992	21204	85002
3993	21210	84999
3994	21215	84995
3995	21221	84991
3996	21228	84991
3997	21234	84989
3998	21239	84985
3999	21245	84982
4000	21251	84979
4001	21257	84977
4002	21263	84974
4003	21269	84970
4004	21274	84967
4005	21280	84963
4006	21286	84960
4007	21292	84956
4008	21298	84953
4009	21303	84950
4010	21309	84946
4011	21315	84942
4012	21321	84938
4013	21326	84935
4014	21332	84932
4015	21338	84928
4016	21344	84925
4017	21349	84921
4018	21355	84918
4019	21361	84914
4020	21367	84911
4021	21373	84909
4022	21379	84905
4023	21384	84901
4024	21390	84896
4025	21393	84884
4026	21400	84883
4027	21405	84879
4028	21411	84875
4029	21417	84871
4030	21422	84867
4031	21428	84864
4032	21434	84861
4033	21440	84856
4034	21445	84852
4035	21451	84848
4036	21454	84836
4037	21460	84832
4038	21466	84830
4039	21472	84826
4040	21477	84821
4041	21480	84805
4042	21485	84801
4043	21491	84797
4044	21497	84794
4045	21503	84790
4046	21508	84786
4047	21514	84783
4048	21520	84779
4049	21525	84775
4050	21531	84772
4051	21537	84769
4052	21543	84766
4053	21549	84762
4054	21555	84759
4055	21560	84755
4056	21566	84750
4057	21572	84749
4058	21578	84744
4059	21583	84740
4060	21589	84735
4061	21594	84730
4062	21600	84727
4063	21606	84724
4064	21612	84720
4065	21617	84717
4066	21623	84713
4067	21629	84708
4068	21634	84704
4069	21640	84700
4070	21645	84695
4071	21651	84691
4072	21657	84687
4073	21662	84682
4074	21668	84678
4075	21673	84673
4076	21678	84668
4077	21684	84663
4078	21686	84646
4079	21690	84634
4080	21695	84629
4081	21701	84625
4082	21707	84621
4083	21712	84618
4084	21718	84613
4085	21724	84609
4086	21729	84605
4087	21735	84602
4088	21741	84599
4089	21747	84596
4090	21753	84592
4091	21759	84590
4092	21764	84586
4093	21771	84584
4094	21776	84581
4095	21782	84579
4096	21789	84578
4097	21795	84576
4098	21801	84573
4099	21807	84570
4100	21813	84567
4101	21819	84564
4102	21825	84560
4103	21830	84556
4104	21836	84552
4105	21841	84547
4106	21847	84544
4107	21853	84541
4108	21859	84538
4109	21865	84534
4110	21870	84530
4111	21876	84526
4112	21882	84523
4113	21888	84519
4114	21893	84516
4115	21899	84512
4116	21905	84510
4117	21911	84506
4118	21917	84502
4119	21923	84500
4120	21928	84495
4121	21934	84492
4122	21940	84488
4123	21945	84484
4124	21951	84479
4125	21956	84475
4126	21962	84471
4127	21968	84467
4128	21973	84463
4129	21979	84458
4130	21985	84454
4131	21990	84451
4132	21996	84447
4133	22002	84443
4134	22008	84440
4135	22014	84437
4136	22020	84434
4137	22025	84430
4138	22031	84427
4139	22037	84424
4140	22043	84420
4141	22049	84417
4142	22054	84413
4143	22060	84409
4144	22066	84406
4145	22072	84402
4146	22077	84398
4147	22083	84394
4148	22089	84390
4149	22095	84390
4150	22101	84387
4151	22108	84385
4152	22113	84381
4153	22119	84376
4154	22124	84371
4155	22129	84366
4156	22135	84361
4157	22140	84357
4158	22146	84352
4159	22151	84347
4160	22154	84331
4161	22160	84327
4162	22165	84323
4163	22171	84319
4164	22176	84315
4165	22182	84311
4166	22187	84305
4167	22193	84300
4168	22198	84296
4169	22204	84291
4170	22209	84286
4171	22215	84282
4172	22221	84278
4173	22226	84273
4174	22230	84261
4175	22235	84256
4176	22240	84250
4177	22246	84247
4178	22252	84243
4179	22255	84230
4180	22261	84227
4181	22268	84227
4182	22270	84209
4183	22275	84205
4184	22281	84201
4185	22287	84197
4186	22292	84193
4187	22298	84190
4188	22304	84185
4189	22309	84180
4190	22315	84176
4191	22321	84173
4192	22326	84169
4193	22332	84165
4194	22338	84160
4195	22341	84148
4196	22347	84144
4197	22353	84140
4198	22355	84125
4199	22361	84121
4200	22363	84104
4201	22369	84100
4202	22372	84087
4203	22378	84083
4204	22383	84079
4205	22389	84075
4206	22395	84072
4207	22399	84060
4208	22400	84041
4209	22406	84037
4210	22412	84033
4211	22417	84027
4212	22419	84010
4213	22424	84004
4214	22430	84000
4215	22434	83992
4216	22437	83976
4217	22440	83964
4218	22446	83960
4219	22448	83943
4220	22454	83939
4221	22457	83927
4222	22463	83922
4223	22469	83918
4224	22471	83901
4225	22476	83897
4226	22482	83893
4227	22484	83876
4228	22490	83872
4229	22493	83860
4230	22499	83855
4231	22501	83839
4232	22507	83835
4233	22513	83831
4234	22518	83827
4235	22524	83823
4236	22530	83820
4237	22535	83816
4238	22541	83812
4239	22547	83808
4240	22553	83805
4241	22559	83801
4242	22564	83796
4243	22569	83791
4244	22575	83788
4245	22581	83782
4246	22586	83778
4247	22592	83773
4248	22597	83768
4249	22603	83767
4250	22609	83762
4251	22614	83758
4252	22620	83753
4253	22626	83749
4254	22631	83745
4255	22637	83741
4256	22643	83737
4257	22649	83734
4258	22654	83729
4259	22659	83724
4260	22665	83720
4261	22671	83717
4262	22677	83714
4263	22683	83710
4264	22688	83707
4265	22694	83703
4266	22700	83699
4267	22706	83695
4268	22711	83691
4269	22717	83689
4270	22723	83685
4271	22729	83682
4272	22735	83679
4273	22741	83676
4274	22747	83673
4275	22753	83669
4276	22758	83665
4277	22764	83661
4278	22770	83657
4279	22776	83656
4280	22782	83652
4281	22788	83648
4282	22793	83644
4283	22799	83641
4284	22805	83638
4285	22811	83634
4286	22817	83631
4287	22822	83626
4288	22828	83622
4289	22833	83617
4290	22839	83613
4291	22845	83610
4292	22850	83605
4293	22856	83601
4294	22862	83597
4295	22868	83594
4296	22873	83589
4297	22879	83585
4298	22884	83581
4299	22890	83576
4300	22896	83572
4301	22901	83568
4302	22907	83563
4303	22912	83559
4304	22918	83556
4305	22924	83552
4306	22929	83547
4307	22935	83544
4308	22941	83540
4309	22948	83539
4310	22953	83535
4311	22959	83531
4312	22964	83526
4313	22970	83521
4314	22975	83516
4315	22981	83513
4316	22987	83509
4317	22993	83505
4318	22998	83502
4319	23004	83497
4320	23009	83492
4321	23015	83489
4322	23021	83485
4323	23027	83481
4324	23033	83478
4325	23039	83476
4326	23045	83473
4327	23050	83468
4328	23056	83464
4329	23062	83460
4330	23068	83457
4331	23074	83454
4332	23079	83450
4333	23085	83446
4334	23090	83441
4335	23096	83436
4336	23102	83433
4337	23107	83427
4338	23113	83423
4339	23119	83421
4340	23125	83417
4341	23130	83412
4342	23136	83408
4343	23141	83404
4344	23147	83400
4345	23152	83395
4346	23158	83391
4347	23164	83387
4348	23170	83383
4349	23175	83379
4350	23181	83375
4351	23187	83371
4352	23193	83369
4353	23199	83367
4354	23205	83363
4355	23210	83358
4356	23216	83354
4357	23222	83350
4358	23227	83345
4359	23233	83343
4360	23239	83338
4361	23245	83336
4362	23250	83331
4363	23256	83327
4364	23262	83323
4365	23268	83320
4366	23273	83315
4367	23279	83312
4368	23285	83308
4369	23291	83306
4370	23297	83302
4371	23303	83298
4372	23308	83294
4373	23314	83291
4374	23320	83286
4375	23326	83283
4376	23331	83279
4377	23337	83275
4378	23343	83272
4379	23349	83268
4380	23355	83264
4381	23360	83261
4382	23366	83257
4383	23372	83253
4384	23378	83250
4385	23384	83246
4386	23389	83241
4387	23395	83239
4388	23401	83235
4389	23407	83231
4390	23412	83227
4391	23418	83224
4392	23424	83219
4393	23430	83215
4394	23435	83211
4395	23441	83207
4396	23446	83202
4397	23452	83198
4398	23458	83193
4399	23464	83190
4400	23469	83187
4401	23475	83183
4402	23481	83180
4403	23487	83176
4404	23492	83171
4405	23498	83167
4406	23504	83162
4407	23509	83158
4408	23515	83154
4409	23520	83149
4410	23524	83137
4411	23530	83134
4412	23535	83129
4413	23541	83125
4414	23546	83120
4415	23552	83116
4416	23558	83111
4417	23563	83108
4418	23569	83104
4419	23574	83099
4420	23580	83093
4421	23585	83089
4422	23591	83085
4423	23597	83081
4424	23602	83076
4425	23608	83073
4426	23614	83068
4427	23619	83063
4428	23625	83059
4429	23630	83054
4430	23636	83050
4431	23641	83045
4432	23647	83040
4433	23652	83035
4434	23658	83031
4435	23663	83026
4436	23669	83021
4437	23674	83016
4438	23680	83011
4439	23686	83008
4440	23692	83005
4441	23697	83001
4442	23703	82996
4443	23708	82991
4444	23714	82987
4445	23719	82982
4446	23725	82977
4447	23731	82973
4448	23736	82969
4449	23742	82964
4450	23747	82960
4451	23753	82955
4452	23758	82950
4453	23764	82946
4454	23770	82941
4455	23775	82937
4456	23781	82933
4457	23786	82928
4458	23792	82923
4459	23798	82919
4460	23803	82916
4461	23809	82912
4462	23815	82908
4463	23821	82904
4464	23827	82901
4465	23832	82896
4466	23838	82892
4467	23844	82888
4468	23849	82884
4469	23855	82881
4470	23861	82876
4471	23867	82873
4472	23873	82869
4473	23878	82866
4474	23884	82861
4475	23890	82858
4476	23896	82854
4477	23901	82850
4478	23907	82846
4479	23913	82841
4480	23918	82837
4481	23924	82833
4482	23930	82829
4483	23935	82825
4484	23941	82822
4485	23947	82818
4486	23953	82814
4487	23959	82811
4488	23965	82808
4489	23971	82805
4490	23977	82802
4491	23983	82799
4492	23988	82794
4493	23994	82790
