iter	RMSE
838	0.01877545664
839	0.01877242929
840	0.01877237409
841	0.01863510485
842	0.01863476044
843	0.01863470339
844	0.01862642171
845	0.01862639838
846	0.0186262825
847	0.01862567868
848	0.01862565387
849	0.01862564827
850	0.01862531165
851	0.01862496328
852	0.01862495796
853	0.01862495715
854	0.01862495175
855	0.01862485359
856	0.01862484391
857	0.01862461188
858	0.01862458979
859	0.01862426937
860	0.01862389228
861	0.01862232744
862	0.01862170319
863	0.01862169709
864	0.01862156038
865	0.01862140309
866	0.01860870649
867	0.01860134967
868	0.0185973232
869	0.01859674155
870	0.01859139157
871	0.01859131926
872	0.01858776083
873	0.01858763509
874	0.01858756736
875	0.01858755719
876	0.01858751568
877	0.01858744323
878	0.01858743241
879	0.01858734666
880	0.01858733628
881	0.01858724961
882	0.01858716626
883	0.01858326332
884	0.01858326133
885	0.01858229614
886	0.01858221422
887	0.01858159675
888	0.01858150103
889	0.01858144182
890	0.01858143066
891	0.01858141977
892	0.0185739012
893	0.01856864176
894	0.01856858391
895	0.01856857941
896	0.01856856343
897	0.01856728978
898	0.01856219991
899	0.018562197
900	0.01856212352
901	0.01855842748
902	0.01855841738
903	0.01855515999
904	0.01855515203
905	0.01855484609
906	0.0185547582
907	0.01854689251
908	0.01854649257
909	0.01854639669
910	0.018546376
911	0.0185463693
912	0.01854636417
913	0.01854634104
914	0.01854602729
915	0.018546022
916	0.01854595059
917	0.01854564541
918	0.01854550624
919	0.01854549619
920	0.01854546662
921	0.01854545688
922	0.0185454417
923	0.01854541866
924	0.01853960951
925	0.01853953804
926	0.01853482271
927	0.01853478353
928	0.01853448361
929	0.01853338862
930	0.01853338669
931	0.01853324515
932	0.01853315164
933	0.01853311867
934	0.01853311272
935	0.01853310379
936	0.01853308112
937	0.01852894972
938	0.01852862277
939	0.01852861868
940	0.01851870692
941	0.01851690887
942	0.01851661579
943	0.01851661327
944	0.0185165899
945	0.01851655074
946	0.01851654221
947	0.01851653369
948	0.01851606613
949	0.01851605798
950	0.0185159091
951	0.01851590149
952	0.01851589647
953	0.01851589173
954	0.0185158132
955	0.01851355915
956	0.01851340493
957	0.01851339716
958	0.01851319747
959	0.01851311028
960	0.01851309692
961	0.01851295038
962	0.01851293927
963	0.01851293173
964	0.01851187719
965	0.01850746604
966	0.01850746184
967	0.01850745129
968	0.01850581516
969	0.01850550145
970	0.01850532398
971	0.018504208
972	0.01850420051
973	0.01850419324
974	0.01850122615
975	0.0184984103
976	0.01849566104
977	0.01849533676
978	0.01848644171
979	0.01848268529
980	0.01848267863
981	0.01838276014
982	0.01838275188
983	0.01838083196
984	0.01838082871
985	0.01838081488
986	0.01838078455
987	0.01838046023
988	0.01838045719
989	0.01838045189
990	0.01838044445
991	0.01838043849
992	0.01837139046
993	0.01836677973
994	0.0183667735
995	0.01836676205
996	0.01836672682
997	0.01836537509
998	0.0183648425
999	0.01836483397
1000	0.01836480186
1001	0.01835336788
1002	0.01834632444
1003	0.01834394117
1004	0.0183436592
1005	0.01834163441
1006	0.01833766535
1007	0.01833320244
1008	0.01833284638
1009	0.01833283398
1010	0.01833282204
1011	0.01833281145
1012	0.0183328034
1013	0.01833278967
1014	0.01833278265
1015	0.01833277116
1016	0.01823942409
1017	0.01823941812
1018	0.01823655816
1019	0.01823654687
1020	0.01823653963
1021	0.01823432875
1022	0.01823431881
1023	0.01823430984
1024	0.01823349956
1025	0.01823060523
1026	0.0182305976
1027	0.01823053459
1028	0.01823052279
1029	0.018109373
1030	0.01810925397
1031	0.01810911782
1032	0.01810898673
1033	0.01810897484
1034	0.01810869555
1035	0.01810856231
1036	0.01810843428
1037	0.01810749716
1038	0.01810736408
1039	0.01810735868
1040	0.01810724599
1041	0.01810723805
1042	0.01810723235
1043	0.01810720237
1044	0.01810091943
1045	0.01810005784
1046	0.0180993285
1047	0.01809932361
1048	0.01809904919
1049	0.01809885574
1050	0.01809885324
1051	0.01809884444
1052	0.01809876327
1053	0.01809875467
1054	0.01809848663
1055	0.0180980731
1056	0.01809806712
1057	0.01809806129
1058	0.01809779978
1059	0.01809754444
1060	0.01809742913
1061	0.01809661946
1062	0.01809660937
1063	0.01809635871
1064	0.01798612478
1065	0.01798352911
1066	0.01798351806
1067	0.01798343842
1068	0.01797953093
1069	0.01797952325
1070	0.01797940804
1071	0.01797527021
1072	0.01797523249
1073	0.01797522133
1074	0.01797507078
1075	0.01796575653
1076	0.01796575123
1077	0.01796450406
1078	0.01795179782
1079	0.01795163411
1080	0.01794633299
1081	0.01794608318
1082	0.01794124936
1083	0.01794124193
1084	0.01794119563
1085	0.01793895709
1086	0.01793894914
1087	0.01793894171
1088	0.01793725508
1089	0.01793052394
1090	0.01793032815
1091	0.01792994524
1092	0.01792598231
1093	0.01792586732
1094	0.01783243116
1095	0.01782580589
1096	0.01782311385
1097	0.0178231056
1098	0.01782309911
1099	0.01781773039
1100	0.01781283747
1101	0.01781279822
1102	0.01772235524
1103	0.01771756338
1104	0.01771707147
1105	0.01771703876
1106	0.01771553574
1107	0.01771552848
1108	0.01771431128
1109	0.01771427383
1110	0.01771416656
1111	0.01771334623
1112	0.01771053174
1113	0.01770970384
1114	0.01770841821
1115	0.0177084112
1116	0.0177082179
1117	0.01770747112
1118	0.0177047084
1119	0.01769849176
1120	0.01769846067
1121	0.0176935777
1122	0.01769356905
1123	0.01768934163
1124	0.01768006848
1125	0.01767684298
1126	0.01767683493
1127	0.01767423231
1128	0.01767082043
1129	0.01767070887
1130	0.01767036838
1131	0.0176703479
1132	0.01766627636
1133	0.01766625612
1134	0.01766622324
1135	0.01766619919
1136	0.0176661903
1137	0.0176608741
1138	0.01766084584
1139	0.01765768701
1140	0.01765756313
1141	0.01765490505
1142	0.0176546329
1143	0.01765462199
1144	0.01765459381
1145	0.01765241942
1146	0.01765231895
1147	0.01764967638
1148	0.01764965117
1149	0.01764732552
1150	0.01763819093
1151	0.01763816594
1152	0.0176378018
1153	0.01763764849
1154	0.01763491849
1155	0.01763491109
1156	0.01763489318
1157	0.01763314098
1158	0.01763306448
1159	0.01763305814
1160	0.01763303818
1161	0.01763011812
1162	0.01762791995
1163	0.01762784048
1164	0.01762772755
1165	0.01761974081
1166	0.01761687272
1167	0.01761670374
1168	0.01761457413
1169	0.01761456644
1170	0.01761454994
1171	0.0176136664
1172	0.0176136482
1173	0.01760913003
1174	0.01760912185
1175	0.01760904497
1176	0.01760904005
1177	0.0176090306
1178	0.01760902414
1179	0.01760876003
1180	0.01760875336
1181	0.0176082341
1182	0.0176068541
1183	0.01760674852
1184	0.01760657943
1185	0.0176065747
1186	0.01760656181
1187	0.01760654944
1188	0.0176065422
1189	0.01760653046
1190	0.01760643617
1191	0.01760630244
1192	0.01760472272
1193	0.0176046555
1194	0.01760439737
1195	0.01760422884
1196	0.0176042198
1197	0.01760420915
1198	0.01760407677
1199	0.01760406977
1200	0.01760406651
1201	0.01760350673
1202	0.01760337472
1203	0.01760186523
1204	0.01760158031
1205	0.01760157485
1206	0.01759911049
1207	0.01759910495
1208	0.01759909462
1209	0.01759807445
1210	0.01759706926
1211	0.01759446663
1212	0.01759445808
1213	0.01759440944
1214	0.01759436569
1215	0.01759233362
1216	0.01759103945
1217	0.01758973288
1218	0.01758742022
1219	0.01758716718
1220	0.01758711957
1221	0.01758294685
1222	0.01758269392
1223	0.01758267701
1224	0.01758111894
1225	0.01758022424
1226	0.01757879586
1227	0.01757878918
1228	0.01757503552
1229	0.01757264626
1230	0.01757259821
1231	0.01757258349
1232	0.01756981188
1233	0.01756980616
1234	0.01756975924
1235	0.01756974763
1236	0.01756867499
1237	0.01756865964
1238	0.01756834536
1239	0.01756251582
1240	0.01756227986
1241	0.01755898655
1242	0.01755435293
1243	0.01755372679
1244	0.01755288446
1245	0.01755287792
1246	0.01754942394
1247	0.01753557679
1248	0.01753338596
1249	0.01753336782
1250	0.01753313174
1251	0.01753306475
1252	0.01753283775
1253	0.0175328297
1254	0.01753281164
1255	0.01753258369
1256	0.017532576
1257	0.01753256993
1258	0.01753197775
1259	0.01752317854
1260	0.01752259089
1261	0.01752258333
1262	0.0175224163
1263	0.01752115209
1264	0.0175209005
1265	0.01752083815
1266	0.01751713045
1267	0.01751706687
1268	0.01751568934
1269	0.01751420308
1270	0.0175141987
1271	0.01751418661
1272	0.01751396202
1273	0.01751395712
1274	0.01751395145
1275	0.01751393671
1276	0.01751389556
1277	0.01751146317
1278	0.01751125224
1279	0.01750906726
1280	0.01750861396
1281	0.01750853085
1282	0.01750004926
1283	0.01749983826
1284	0.01749941103
1285	0.01749893162
1286	0.01749874956
1287	0.01749390482
1288	0.01749251836
1289	0.01749247801
1290	0.01749247428
1291	0.01749246769
1292	0.01749246325
1293	0.01740637046
1294	0.01740632223
1295	0.01740529933
1296	0.0174050977
1297	0.01740490617
1298	0.01740186799
1299	0.0174016766
1300	0.01740161764
1301	0.01740161298
1302	0.01739971249
1303	0.01739970023
1304	0.01739788611
1305	0.01739305117
1306	0.01739209396
1307	0.01739010223
1308	0.01739009766
1309	0.01739003873
1310	0.01738965573
1311	0.01738965105
1312	0.01738949222
1313	0.01738519943
1314	0.01738512439
1315	0.01738511207
1316	0.01738510795
1317	0.01738486193
1318	0.0173848229
1319	0.01738479879
1320	0.01738478043
1321	0.01738476725
1322	0.01738468209
1323	0.01738466957
1324	0.0173845953
1325	0.01738148328
1326	0.01738147846
1327	0.01738119754
1328	0.01737966391
1329	0.01737966104
1330	0.01737739241
1331	0.0173771012
1332	0.01737158284
1333	0.01737157208
1334	0.01737156766
1335	0.01737156259
1336	0.01737054223
1337	0.0173704967
1338	0.01737040526
1339	0.01737037137
1340	0.0173701
1341	0.01736992171
1342	0.01736886659
1343	0.0173688652
1344	0.01736717653
1345	0.01736713112
1346	0.01736712748
1347	0.01736711698
1348	0.01736711514
1349	0.01736710571
1350	0.01736710305
1351	0.01736710111
1352	0.0173615506
1353	0.01736151733
1354	0.01735892143
1355	0.01735874085
1356	0.017358583
1357	0.0173572969
1358	0.01723012826
1359	0.01722962677
1360	0.01722962276
1361	0.01722962056
1362	0.01722961695
1363	0.01722960652
1364	0.01722959636
1365	0.01722942342
1366	0.01722901762
1367	0.01722877901
1368	0.01722859688
1369	0.01722853253
1370	0.01722852888
1371	0.01713272813
1372	0.01713251592
1373	0.01713250795
1374	0.01713247204
1375	0.01713242775
1376	0.01713221484
1377	0.01713218622
1378	0.01713218577
1379	0.01713216662
1380	0.01713165755
1381	0.01713164708
1382	0.01713164555
1383	0.01713154195
1384	0.01713153089
1385	0.01713017642
1386	0.01713001536
1387	0.0171289557
1388	0.01712841821
1389	0.01712841538
1390	0.01712800616
1391	0.01712799664
1392	0.01712774163
1393	0.01712755208
1394	0.01712754981
1395	0.0171275023
1396	0.01712749933
1397	0.01712743146
1398	0.01712727251
1399	0.01712727077
1400	0.01712550932
1401	0.01712550601
1402	0.01712539607
1403	0.01712534962
1404	0.01712530434
1405	0.01712530375
1406	0.01712530129
1407	0.01712530071
1408	0.01712502449
1409	0.01712502285
1410	0.01711840364
1411	0.01711783693
1412	0.01711621045
1413	0.01711617898
1414	0.01711611771
1415	0.01711611562
1416	0.01711584515
1417	0.01711584259
1418	0.01711535041
1419	0.0171151916
1420	0.01711445848
1421	0.0171143638
1422	0.01711420878
1423	0.01711414178
1424	0.01711257177
1425	0.01711256994
1426	0.01711256074
1427	0.01711222556
1428	0.01711145336
1429	0.01711135814
1430	0.01711135019
1431	0.01711120464
1432	0.01711105259
1433	0.01711105102
1434	0.01711104881
1435	0.01711098058
1436	0.01711097843
1437	0.01711089395
1438	0.01711088463
1439	0.01711088352
1440	0.01710311781
1441	0.01710310296
1442	0.01710181512
1443	0.01710158267
1444	0.01710107155
1445	0.01709930573
1446	0.01709929515
1447	0.01709530523
1448	0.0170952924
1449	0.0170952083
1450	0.01709519354
1451	0.01709486501
1452	0.01708934579
1453	0.01708665409
1454	0.01708444748
1455	0.01708432729
1456	0.01707998399
1457	0.01707328492
1458	0.01707269183
1459	0.01707177242
1460	0.0170715518
1461	0.01707139178
1462	0.01707113785
1463	0.01706873496
1464	0.01706872295
1465	0.01706871129
1466	0.0170686986
1467	0.01706869593
1468	0.01706853952
1469	0.0170654929
1470	0.01706498578
1471	0.01706473064
1472	0.01706446543
1473	0.01705822989
1474	0.0170579887
1475	0.01705724514
1476	0.01705702744
1477	0.01705701544
1478	0.01705585
1479	0.01705565467
1480	0.01704936607
1481	0.01704904962
1482	0.01704738136
1483	0.01704677666
1484	0.01704447407
1485	0.01704427237
1486	0.01704311269
1487	0.01704222767
1488	0.01703919966
1489	0.01703719002
1490	0.01703555968
1491	0.01703482329
1492	0.01703469616
1493	0.01703197266
1494	0.01703164535
1495	0.01703068696
1496	0.01703066005
1497	0.01702805767
1498	0.01702802647
1499	0.01702779337
